,Unnamed: 0.1,Unnamed: 0,Candidate identification,Candidate name,Incumbent challenger status,Party code,Party affiliation,Total receipts,Transfers from authorized committees,Total disbursements,Transfers to authorized committees,Beginning cash,Ending cash,Contributions from candidate,Loans from candidate,Other loans,Candidate loan repayments,Other loan repayments,Debts owed by,Total individual contributions,Candidate state,Candidate district,Special election status,Primary election status,Runoff election status,General election status,General election percentage,Contributions from other political committees,Contributions from party committees,Coverage end date,Refunds to individuals,Refunds to committees,Affiliated Committee Id,Affiliated Committee Type,Affiliated Committee Name,Street one,Street two,City or town,State,ZIP code,lat,lon
2362,2362,2362,H2OH09155,"MAJEWSKI, J R [REP/Candidate]",C,2,REP,1185047.37,351616.44,1178921.69,0,0,6125.68,0,50500,0,50500,0,10000,593589.19,OH,9,,,,,,159333.12,10000,12/31/2022,32463.75,4223.31,C00770636,H,J.R. MAJEWSKI FOR CONGRESS,3055 W. ELMORE RD,,PORT CLINTON,OH,43452,41.50865035,-82.99233655
2363,2363,2363,H2OH09171,"GAVARONE, THERESA [REP/Candidate]",C,2,REP,293282.25,0,289320.04,0,0,3962.21,0,50000,0,0,0,50000,214132.25,OH,9,,,,,,28500,0,12/31/2022,12505,500,C00795765,H,THERESA GAVARONE FOR CONGRESS,4679 WINTERSET DRIVE,,COLUMBUS,OH,43220,40.05269965,-83.0578143
2364,2364,2364,H2OH09189,"RIEDEL, CRAIG [REP/Candidate]",C,2,REP,617690.52,0,617690.52,0,0,0,0,192396.95,0,0,0,192396.95,404852.87,OH,9,,,,,,19200,1000,12/31/2022,41800,0,C00800003,H,CRAIG RIEDEL FOR OHIO,427 W DUSSEL DRIVE,#122,MAUMEE,OH,43537,41.58236898,-83.678368
2365,2365,2365,H2OH05047,"BADDAR, YOUSEFF MILAD [IND/Candidate]",C,3,IND,6340,0,6218.34,0,373.62,495.28,0,0,0,0,0,0,6340,OH,9,,,,,,0,0,06/30/2022,0,0,C00767178,H,YOUSEFF BADDAR FOR THE PEOPLE,401 ADAMS ST.,"FLOOR 3, SUITE 008",TOLEDO,OH,43604,41.65273967,-83.53403716
2366,2366,2366,H0OH10132,"MOYER, ERIC [DEM/Candidate]",C,1,DEM,131.5,0,0,0,-131.5,0,131.5,0,0,0,0,58.99,0,OH,10,,,,,,0,0,12/31/2021,0,0,C00729137,H,FRIENDS OF ERIC MOYER,1951 WOODBRIAR DR,,KETTERING,OH,45440,39.6693272,-84.13213884
2367,2367,2367,H2OH10252,"STAPLETON, BAXTER [DEM/Candidate]",C,1,DEM,8587.59,0,9294.62,0,707.03,0,0,0,0,0,0,0,8587.59,OH,10,,,,,,0,0,09/30/2022,0,0,C00773747,H,BAXTER FOR CONGRESS,113 EAST THIRD STREET,UNIT 202,DAYTON,OH,45402,39.75997752,-84.18916755
2368,2368,2368,H8OH03098,"ESRATI, DAVID [DEM/Candidate]",C,1,DEM,45356.05,0,45681.07,0,123.75,523.62,23,0,0,0,0,0,45333.05,OH,10,,,,,,0,0,12/31/2022,0,0,C00810127,H,ELECT ESRATI V2.0,100 BONNER ST,,DAYTON,OH,45410,39.74961854,-84.17978971
2369,2369,2369,H2OH03067,"TURNER, MICHAEL R REP. [REP/Incumbent]",I,2,REP,1522717.13,278222.32,1029189.47,0,77340.97,570868.63,0,0,0,0,0,0,678170.75,OH,10,,,,,,565650,0,12/31/2022,18065,0,C00373001,H,CITIZENS FOR TURNER,120 W 2ND STREET,SUITE 1510,DAYTON,OH,45402,39.76056744,-84.19462651
2370,2370,2370,H2OH11151,"TURNER, NINA [DEM/Candidate]",C,1,DEM,7046292.9,0,7530070.17,0,483777.27,0,5414,0,0,0,0,0,6708714.2,OH,11,,,,,,154845.86,27,12/12/2022,101962.98,2050,C00764423,H,NINA TURNER FOR US,PO BOX 91956,,CLEVELAND,OH,44101,41.4898391,-81.6754504
2371,2371,2371,H2OH11169,"BROWN, M SHONTEL [DEM/Incumbent]",I,1,DEM,4655784.37,99181.15,4369891.29,0,39628.76,325521.84,0,0,0,0,0,0,3440199.72,OH,11,,,,,,1114337.5,2000,12/31/2022,2203,0,C00764381,H,SHONTEL BROWN FOR CONGRESS,PO BOX 221232,,BEACHWOOD,OH,44122,41.4660273,-81.5377802
2372,2372,2372,H2OH11177,"JOHNSON, JEFFREY DAVID [DEM/Opponent]",O,1,DEM,25009,0,6227.42,0,5351.05,24132.63,0,0,0,0,0,0,25009,OH,11,,,,,,0,0,12/31/2021,225,0,C00764639,H,JEFF JOHNSON FOR CONGRESS COMMITTEE,P. O. BOX 608427,,CLEVELAND,OH,44108,41.53738,-81.615255
2373,2373,2373,H2OH11185,"BARNES, JOHN E JR [DEM/Opponent]",O,1,DEM,22203.09,0,16600.31,0,0,5602.78,0,4747.09,0,0,0,4747.09,17206,OH,11,,,,,,250,0,09/30/2021,0,0,C00766717,H,BARNES FOR CONGRESS,4896 GREEN ROAD,,CLEVELAND,OH,44128,41.42703467,-81.51706291
2374,2374,2374,H2OH11193,"SMITH, SHIRLEY A MS [DEM/Opponent]",O,1,DEM,23621.34,0,23559.72,0,17,-437.18,0,0,0,0,0,0,23540,OH,11,,,,,,0,0,09/30/2021,1000,0,C00770396,H,SHIRLEY SMITH FOR CONGRESS,1028 CUTTERS CREEK DRIVE,,CLEVELAND,OH,44121,41.53170746,-81.51907097
2375,2375,2375,H2OH11201,"FLANNERY, BRYAN [DEM/Opponent]",O,1,DEM,124090.78,0,141772.99,0,0,0,96865.78,0,0,0,0,6894,27225,OH,11,,,,,,0,0,06/30/2021,0,0,C00769455,H,FLANNERY FOR CONGRESS,550 E WALNUT ST,,COLUMBUS,OH,43215,39.95991141,-82.98520002
2376,2376,2376,H2OH11243,"COREY, SETH [DEM/Opponent]",O,1,DEM,68982.72,0,60939.46,0,0,8043.26,31472.68,20000,0,0,0,20259.2,15769.2,OH,11,,,,,,0,0,12/31/2022,0,0,C00778241,H,COREY FOR CONGRESS,10730 EUCLID AVE,STE 1013,CLEVELAND,OH,44106,41.50378093,-81.61192678
2377,2377,2377,H8OH11141,"FUDGE, MARCIA L. [DEM/Incumbent]",I,1,DEM,7774.01,0,219603.39,0,1179552.93,964810.21,0,0,0,0,0,0,0,OH,11,,,,,,0,0,12/31/2022,0,0,C00454694,H,MARCIA FUDGE FOR CONGRESS,3729 SILSBY RD,,UNIVERSITY HEIGHTS,OH,44118,41.49771507,-81.54603027
2378,2378,2378,H0OH11072,"MANDEL, JOSHUA A [REP/Candidate]",C,2,REP,3268033.84,2605489.4,7631028.46,0,4361476.9,-1517.72,0,0,0,0,0,0,678806.84,OH,11,,,,,,79448.62,0,12/31/2022,203966.52,11534.95,,,,,,,,,29.25539,93.63811
2379,2379,2379,H0OH11098,"GORE, LAVERNE [REP/Candidate]",C,2,REP,46119,0,46336.55,0,217.55,0,0,400,0,2784.93,0,5115.07,45469,OH,11,,,,,,250,0,12/31/2022,0,0,C00724609,H,LAVERNE GORE FOR CONGRESS,PO BOX 22649,,BEACHWOOD,OH,44122,41.4660273,-81.5377802
2380,2380,2380,H0OH11106,"SCHULZ, JONAH [REP/Candidate]",C,2,REP,74822.9,0,76500.9,0,0,0,0,1300,2500,1300,0,0,70422.9,OH,11,,,,,,0,0,05/11/2022,200,0,C00767277,H,SCHULZ FOR OHIO,1002 BUHRER AVE,,CLEVELAND,OH,44109,41.46809326,-81.68708546
2381,2381,2381,H2OH11292,"WASHINGTON ROSS, FELICIA [REP/Opponent]",O,2,REP,4599,0,5682,0,0,-1083,1499,0,0,0,0,0,3100,OH,11,,,,,,0,0,07/14/2021,0,0,C00784603,H,FELICIA WASHINGTON ROSS FOR CONGRESS,16781 CHAGRIN BLVD SUITE 448,,SHAKER HEIGHTS,OH,44120,41.46455743,-81.56108199
2382,2382,2382,H6OH11160,"GOLDSTEIN, BEVERLY A. [REP/Candidate]",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,11,,,,,,0,0,12/31/2022,0,0,C00612697,H,BEVERLY4CONGRESS,POST OFFICE BOX 22257,,BEACHWOOD,OH,44122,41.4660273,-81.5377802
2383,2383,2383,H0OH12179,"SHEARER, ALAINA [DEM/Candidate]",C,1,DEM,25026.83,0,38569.14,0,8301.24,0,0,0,0,0,0,0,9872.18,OH,12,,,,,,0,0,12/31/2022,2163,0,C00724047,H,ALAINA SHEARER FOR CONGRESS,PO BOX 305,,LEWIS CENTER,OH,43035,40.1578252,-83.0000175
2384,2384,2384,H2OH12118,"O'CONNOR, DANIEL JAY JR. [DEM/Candidate]",C,1,DEM,612991.54,0,328447.11,0,0,284524.43,0,0,0,0,0,0,594070.27,OH,12,,,,,,18900,0,12/31/2022,65274,5000,C00774901,H,O'CONNOR FOR CONGRESS,545 E. TOWN ST.,,COLUMBUS,OH,43215,39.96046384,-82.98539742
2385,2385,2385,H0OH07146,"LAPE, BRANDON [REP/Candidate]",C,2,REP,0,0,489.2,0,635.27,146.07,0,0,0,0,0,0,0,OH,12,,,,,,0,0,04/13/2022,0,0,C00734442,H,LAPE FOR OHIO,18150 MONIGER RD,,DANVILLE,OH,43014,40.4899876,-82.27353286
2386,2386,2386,H0OH12062,"TIBERI, PATRICK J. [REP/Incumbent]",I,2,REP,295972.61,0,439663.54,0,5025814.26,4882123.33,0,0,0,0,0,0,0,OH,12,,,,,,0,0,12/31/2022,0,0,C00347492,H,FRIENDS OF TIBERI,5795 TARTON CIR N,,DUBLIN,OH,43017,40.13418537,-83.14736932
2387,2387,2387,H8OH12180,"BALDERSON, WILLIAM TROY [REP/Incumbent]",I,2,REP,1919520.06,146449.14,1558778.66,0,43050.34,403791.74,0,0,0,0,0,0,726567.26,OH,12,,,,,,1019202.46,25808.31,12/31/2022,4975,2500,C00662650,H,BALDERSON FOR CONGRESS,4679 WINTERSET DR,,COLUMBUS,OH,43220,40.05269965,-83.0578143
2388,2388,2388,H0OH12229,"STEWART, JOHN [LIB/Candidate]",C,3,LIB,0,0,1856.2,0,18748.06,16891.86,0,0,0,0,0,0,0,OH,12,,,,,,0,0,04/12/2021,0,0,C00749135,H,"STEWART FOR DISTRICT 12, LLC",649 HIGH ST,C-2,WORTHINGTON,OH,43085,40.0869595,-83.01817108
2389,2389,2389,H2OH13215,"JONES, ERIC SCOTT [DEM/Opponent]",O,1,DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,13,,,,,,0,0,05/03/2022,0,0,C00788133,H,ERIC JONES COMMITTEE TO ELECT TO CONGRESS,4840 SHADOW OAK DR,,YOUNGSTOWN,OH,44515,41.09203573,-80.74547788
2390,2390,2390,H2OH13264,"SYKES, EMILIA [DEM/Opponent]",O,1,DEM,2542383.02,59191.16,2491705.97,0,0,50677.05,0,0,0,0,0,0,1919131.24,OH,13,,,,,,553621.44,9894.33,12/31/2022,35677.01,8250,C00801274,H,EMILIA SYKES FOR CONGRESS,P.O. BOX 1347,,AKRON,OH,44309,41.0653347,-81.520488
2391,2391,2391,H2OH17109,"RYAN, TIMOTHY [DEM/Incumbent]",I,1,DEM,1418482.04,0,1438219.02,1036497.41,19736.98,0,0,0,0,0,0,0,1088432.04,OH,13,,,,,,328900,0,08/24/2021,2588,0,C00373464,H,TIM RYAN FOR CONGRESS,PO BOX 189,,NILES,OH,44446,41.18185,-80.76512
2392,2392,2392,H0OH13201,"SANTOS, ROBERT [REP/Candidate]",C,2,REP,3549,0,3549,0,0,0,0,3064,0,3064,0,0,485,OH,13,,,,,,0,0,05/16/2021,0,0,C00765479,H,SANTOS FOR CONGRESS,108 HICKORY LANE,,YOUNGSTOWN,OH,44515,41.09757898,-80.7370275
2393,2393,2393,H2OH07225,"SAYLOR, RYAN [REP/Candidate]",C,2,REP,17289.27,0,17289.27,0,0,0,5529.27,0,0,0,0,0,11760,OH,13,,,,,,0,0,12/31/2022,0,0,C00804948,H,RYAN SAYLOR FOR CONGRESS,4261 HILE RD,,STOW,OH,44224,41.17465209,-81.41821974
2394,2394,2394,H2OH09163,"GILBERT, MADISON GESIOTTO [REP/Candidate]",C,2,REP,2197170.59,66420.54,2193907.16,94.86,0,3263.43,27191.11,250000,0,0,0,250000,1512662.48,OH,13,,,,,,334525.42,5250,12/31/2022,21742.68,1750,C00795542,H,MADISON FOR CONGRESS,645 HOWE AVE,#1002,CUYAHOGA FALLS,OH,44221,41.1190991,-81.47497612
2395,2395,2395,H2OH13231,"HAWKINS, SHAY [REP/Opponent]",O,2,REP,164177.44,0,164177.44,0,0,0,16465.9,13000,0,0,0,0,99588.34,OH,13,,,,,,32500,0,12/31/2022,14100,2000,C00796797,H,SHAY HAWKINS FOR CONGRESS,PO BOX 360876,,STRONGSVILLE,OH,44136,41.3206934,-81.8307252
2396,2396,2396,H2OH13249,"GADDIS, CHARLIE [REP/Opponent]",O,2,REP,28759.3,0,25069.91,0,0,-5230.69,0,24356.3,0,0,0,5000,4403,OH,13,,,,,,0,0,06/30/2022,0,0,C00798868,H,CHARLIE GADDIS FOR CONGRESS,460 REMSEN RD,,MEDINA,OH,44256,41.182805,-81.701057
2397,2397,2397,H2OH13256,"WHEELER, GREGORY [REP/Opponent]",O,2,REP,205365.04,0,204130.04,0,0,0,78958.04,82000,0,82000,0,0,44407,OH,13,,,,,,0,0,05/23/2022,2900,0,C00799890,H,COMMITTEE TO ELECT GREG WHEELER,4100 EMBASSY PARKWAY,SUITE 200,AKRON,OH,44333,41.13728686,-81.6567511
2398,2398,2398,H2OH13272,"FOLGER PORTER, JANET L [REP/Opponent]",O,2,REP,58521.5,0,59056.5,0,0,0,130.36,0,0,0,0,0,51389.14,OH,13,,,,,,7000,0,09/30/2022,0,0,C00802728,H,CONSERVATIVES FOR JANET FOLGER PORTER,PO BOX 30,,HINCKLEY,OH,44233,41.271425,-81.780775
2399,2399,2399,H2OH16069,"SCHULZ, JONAH [REP/Opponent]",O,2,REP,74822.9,0,76500.9,0,0,0,0,1300,2500,1300,0,0,70422.9,OH,13,,,,,,0,0,05/11/2022,200,0,C00767277,H,,,,,,,29.25539,93.63811
2400,2400,2400,H4OH13112,"WHEELER, GREGORY [REP/None]",,2,REP,0,0,0,0,0,0,0,0,0,0,0,5000,0,OH,13,,,,,,0,0,12/31/2022,0,0,C00830422,H,VOTE GREG WHEELER,P.O. BOX 4021,,AKRON,OH,44321,41.0983044,-81.6478408
2401,2401,2401,H8OH13147,"DEPIZZO, CHRIS [REP/Candidate]",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,100,0,OH,13,,,,,,0,0,05/03/2021,0,0,C00659151,H,CHRIS DEPIZZO FOR CONGRESS,8381 MARKET STREET,,YOUNGSTOWN,OH,44512,40.996281,-80.66270248
2402,2402,2402,H8OH16108,"HAGAN, CHRISTINA [REP/Candidate]",C,2,REP,0,0,17305.73,0,41392.98,24087.25,0,0,0,0,0,0,0,OH,13,,,,,,0,0,12/31/2022,0,0,C00638411,H,HAGAN FOR CONGRESS,10363 CHURCHILL DRIVE,,POWELL,OH,43065,40.14276202,-83.06167718
2403,2403,2403,H0OH14084,"MUERI, HILLARY O'CONNOR [DEM/Candidate]",C,1,DEM,677.88,0,4798.48,0,5231.43,1110.83,0,0,0,0,0,0,0,OH,14,,,,,,0,0,03/31/2021,0,0,C00722637,H,HILLARY O'CONNOR MUERI FOR OHIO,PO BOX 2040,,PAINSVILLE,OH,44011,41.72424,-81.24528
2404,2404,2404,H2OH13223,"KILBOY, MATTHEW [DEM/Candidate]",C,1,DEM,91186.04,0,91186.14,0,0,0,347.09,15000,0,12740.61,0,0,68578.95,OH,14,,,,,,7255,0,12/31/2022,0,0,C00795740,H,MATT KILBOY FOR CONGRESS,2271 MAHONING ROAD,,DEERFIELD,OH,44411,41.0520585,-81.00838147
2405,2405,2405,H2OH14098,"KELLEY, BRENDEN P. [DEM/Candidate]",C,1,DEM,375831.05,0,375831.05,0,0,0,5800,215000,0,187729.57,0,0,152912.75,OH,14,,,,,,0,0,07/29/2022,17122.22,0,C00766451,H,KELLEY FOR OHIO,545 E. TOWN ST.,,COLUMBUS,OH,43215,39.96046384,-82.98539742
2406,2406,2406,H2OH14064,"JOYCE, DAVID P [REP/Incumbent]",I,2,REP,2606247.74,0,1442817.28,0,666491.71,1829922.17,0,0,0,0,0,0,1151921.56,OH,14,,,,,,1445886.58,0,12/31/2022,8010,8600,C00527457,H,FRIENDS OF DAVE JOYCE,9856 ARCHER LN,,DUBLIN,OH,43017,40.16284301,-83.14853742
2407,2407,2407,H2OH14106,"AWTREY, PATRICK EUGENE MR. [REP/Candidate]",C,2,REP,6938,0,6814.58,0,0,123.42,100,0,0,0,0,0,6838,OH,14,,,,,,0,0,12/31/2022,0,0,C00791327,H,PATRICK AWTREY FOR CONGRESS,6202 NELWOOD RD,,PARMA HEIGHTS,OH,44130,41.39414304,-81.74719418
2408,2408,2408,H2OH15194,"STINZIANO, MICHAEL [DEM/Opponent]",O,1,DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,15,,,,,,0,0,12/31/2022,0,0,C00779082,H,STINZIANO FOR CONGRESS,545 E TOWN ST,,COLUMBUS,OH,43215,39.96046384,-82.98539742
2409,2409,2409,H2OH15210,"RUSSO, ALLISON [DEM/Opponent]",O,1,DEM,978556.95,65,978556.95,0,0,0,0,0,0,0,0,0,806808.78,OH,15,,,,,,166198.5,1600,05/20/2022,7248,227.7,C00779108,H,RUSSO FOR CONGRESS,545 E. TOWN ST.,,COLUMBUS,OH,43215,39.96046384,-82.98539742
2410,2410,2410,H2OH15244,"BETTS, GREG [DEM/Opponent]",O,1,DEM,9489.3,0,9489.3,0,0,0,3440.35,0,0,0,0,0,6048.95,OH,15,,,,,,0,0,03/31/2022,0,0,C00781500,H,BETTS FOR A BETTER OHIO,470 WEST BROAD STREET,SUITE 15,COLUMBUS,OH,43215,39.96065772,-83.01351175
2411,2411,2411,H2OH15277,"JOSEPHSON, GARY [DEM/Candidate]",C,1,DEM,43162.48,0,41465.61,0,0,1696.87,30746.79,0,0,0,0,0,9723.07,OH,15,,,,,,2500,0,12/31/2022,0,0,C00817296,H,JOSEPHSON FOR CONGRESS,93 E RIVERGLEN DR,,WORTHINGTON,OH,43085,40.08166683,-83.01577453
2412,2412,2412,H0OH18101,"HOOD, RONALD E [REP/Opponent]",O,2,REP,283849.4,0,283849.4,0,0,0,0,0,0,0,0,0,254070.22,OH,15,,,,,,29000,0,12/31/2022,0,0,C00779041,H,RON HOOD FOR CONGRESS,1475 N COURT ST,,CIRCLEVILLE,OH,43113,39.62800383,-82.94315556
2413,2413,2413,H2OH15046,"PRYCE, DEBORAH D. [REP/Incumbent]",I,2,REP,0,0,0,0,-656.22,-656.22,0,0,0,0,0,0,0,OH,15,,,,,,0,0,12/31/2021,0,0,C00265850,H,PRYCE FOR CONGRESS,250 WEST STREET,,COLUMBUS,OH,43215,39.9672619,-83.00700261
2414,2414,2414,H2OH15129,"PETERSON, BOB [REP/Opponent]",O,2,REP,590625.88,0,590625.88,0,0,0,5800,100000,0,25000,0,0,476425.88,OH,15,,,,,,8400,0,12/31/2021,75050,2900,C00777375,H,PETERSON FOR CONGRESS,4679 WINTERSET DRIVE,,COLUMBUS,OH,43220,40.05269965,-83.0578143
2415,2415,2415,H2OH15137,"STEWART, BRIAN [REP/Opponent]",O,2,REP,108509.38,0,108509.38,0,0,0,0,20000,0,20000,0,0,81600,OH,15,,,,,,5000,0,12/31/2022,30667.33,3379.81,C00777482,H,BRIAN STEWART FOR CONGRESS,9856 ARCHER LANE,,DUBLIN,OH,43017,40.16284301,-83.14853742
2416,2416,2416,H2OH15145,"LARE, JEFF [REP/Candidate]",C,2,REP,338677.24,0,336127.24,0,0,2550,1000,11500,0,0,0,26473.75,279777.24,OH,15,,,,,,46400,0,12/31/2022,30080.7,2500,C00777946,H,LARE FOR CONGRESS,2818 CANNON CIRCLE,,LEWIS CENTER,OH,43035,40.20159301,-82.99010143
2417,2417,2417,H2OH15152,"KUNZE, STEPHANIE L. [REP/Opponent]",O,2,REP,104823.62,0,104823.62,0,0,0,0,0,0,0,0,0,82098.45,OH,15,,,,,,22719.91,0,09/30/2021,0,2100,C00778100,H,TEAM STEPHANIE KUNZE,2168 SUTTER PKWY,,DUBLIN,OH,43016,40.11992314,-83.07433109
2418,2418,2418,H2OH15160,"EDMONDS, RUTH [REP/Candidate]",C,2,REP,450973.62,0,499566.14,0,0,0,2900,0,0,0,0,0,440173.62,OH,15,,,,,,7900,0,09/30/2021,150,0,C00778746,H,RUTH EDMONDS FOR CONGRESS,10363 CHURCHILL DRIVE,,POWELL,OH,43065,40.14276202,-83.06167718
2419,2419,2419,H2OH15186,"TARAZI, OMAR [REP/Opponent]",O,2,REP,210081.99,0,210081.99,0,0,0,6122.99,8000,0,0,0,8000,195959,OH,15,,,,,,0,0,09/30/2021,0,0,C00778977,H,TARAZI FOR CONGRESS,5635 SANDBROOK LANE,,HILLIARD,OH,43026,40.00828503,-83.16243939
2420,2420,2420,H2OH15202,"HWANG, THOMAS [REP/Opponent]",O,2,REP,758706.92,0,758401.92,0,0,500,1010,755000,0,0,0,755000,2696.92,OH,15,,,,,,0,0,12/31/2022,0,0,C00779132,H,TOM FOR OHIO,74 WEST OAKLAND AVE,,COLUMBUS,OH,43201,40.00923751,-83.01200049
2421,2421,2421,H2OH15228,"CAREY, MIKE [REP/Incumbent]",I,2,REP,2363798.92,27577.66,2285182.77,0,0,78616.15,0,0,0,0,0,0,1380931.72,OH,15,,,,,,945819.57,5250,12/31/2022,10300,7750,C00779603,H,CAREY FOR CONGRESS,PO BOX 16032,,COLUMBUS,OH,43216,39.9683267,-83.0246108
2422,2422,2422,H2OH15236,"COOPERRIDER, THAD CHALMERS [REP/Opponent]",O,2,REP,17350,0,17350,0,0,0,0,12000,0,3214.14,0,0,5350,OH,15,,,,,,0,0,11/04/2021,2100,0,C00781278,H,COOPERRIDER FOR CONGRESS,7351 ST RT 204,,THORNVILLE,OH,43076,39.90696438,-82.37478566
2423,2423,2423,H8OH15076,"STIVERS, STEVE MR. [REP/Incumbent]",I,2,REP,1443035.43,6335.36,2263987.75,0,1121862.81,300910.49,0,0,0,0,0,0,883771.88,OH,15,,,,,,527600,0,12/31/2022,857500,185700,C00441352,H,STIVERS FOR CONGRESS,4679 WINTERSET DR,,COLUMBUS,OH,43220,40.05269965,-83.0578143
2424,2424,2424,H8OH16090,"GODFREY, AARON PAUL [DEM/Opponent]",O,1,DEM,150,0,626.38,0,476.38,0,0,0,0,0,0,0,150,OH,16,,,,,,0,0,12/31/2022,0,0,C00639567,H,GODFREY FOR CONGRESS,4220 BELLE AVE,,SHEFFIELD LAKE,OH,44054,41.48176456,-82.10962743
2425,2425,2425,H0OH16097,"RENACCI, JAMES B. [REP/Incumbent]",I,2,REP,18429.53,0,36260,0,21185.85,3355.38,0,0,0,0,0,250000,15037.5,OH,16,,,,,,0,0,12/31/2022,0,0,C00528851,H,,,,,,,29.25539,93.63811
2426,2426,2426,H8OH16066,"SCHURING, KIRK [REP/Opponent]",O,2,REP,0,0,0,0,2592.01,2592.01,0,0,0,0,0,58178.28,0,OH,16,,,,,,0,0,12/31/2022,0,0,C00435685,H,SCHURING FOR CONGRESS COMMITTEE,330 THIRD ST NW,,CANTON,OH,44702,40.80029928,-81.37674298
2427,2427,2427,H8OH16124,"GONZALEZ, ANTHONY E [REP/Incumbent]",I,2,REP,1421538.41,36253.41,1369474.63,0,564934.85,616998.63,0,0,0,0,0,0,790723.53,OH,16,,,,,,531882.9,0,12/31/2022,516366.56,65500,C00654079,H,ANTHONY GONZALEZ FOR CONGRESS,9856 ARCHER LN,,DUBLIN,OH,43017,40.16284301,-83.14853742
2428,2428,2428,H2OK01168,"SWOBODA, JOHN PATRICK [DEM/Candidate]",C,1,DEM,652.82,0,146.15,0,506.67,0,600,0,0,0,0,0,52.82,OK,1,,,,,,0,0,04/16/2022,0,0,C00768580,H,SWOBODA FOR CONGRESS,9513 E 65TH ST APT 711,,TULSA,OK,74133,36.06967533,-95.86996295
2429,2429,2429,H2OK01176,"MARTIN, ADAM [DEM/Candidate]",C,1,DEM,34098.62,0,32748.96,0,0,204.83,0,0,0,0,0,0,34098.62,OK,1,,,,,,0,0,12/31/2022,0,0,C00785832,H,MARTIN4CONGRESS,PO BOX 33564,,TULSA,OK,74153,36.0891407,-95.9055241
2430,2430,2430,H2OK01143,"BRIDENSTINE, JAMES FREDERICK [REP/Incumbent]",I,2,REP,49.81,0,79338.5,0,79288.69,0,0,0,0,0,0,0,0,OK,1,,,,,,0,0,11/18/2021,0,0,C00502393,H,FRIENDS OF JIM BRIDENSTINE INC.,8118 E. 63RD STREET,,TULSA,OK,74133,36.07335088,-95.88562183
2431,2431,2431,H8OK01157,"HERN, KEVIN [REP/Incumbent]",I,2,REP,1709945.49,123272,1346742.72,20000,329397.67,692600.44,0,0,0,0,339750,775000,679132.81,OK,1,,,,,,906536.93,0,12/31/2022,701,0,C00636092,H,HERN FOR CONGRESS,9521-B RIVERSIDE PKWY,#350,TULSA,OK,74137,36.02704099,-95.94844696
2432,2432,2432,H6OK03165,"ROGERS, EVELYN L (LOUISE) [IND/Candidate]",C,3,IND,1810.96,0,1810.86,0,0,1,1810.96,0,0,0,0,0,0,OK,1,,,,,,0,0,11/19/2022,0,0,C00813014,H,ROGERS FOR US REPRESENTATIVE #1,PO BOX 701103,6710 S QUAKER AVE,TULSA,OK,74170,36.06536498,-95.97419742
2433,2433,2433,H0OK02210,"LANIER, DANYELL [DEM/Candidate]",C,1,DEM,360,0,367.44,0,7.44,0,0,0,0,295,0,0,360,OK,2,,,,,,0,0,06/30/2021,0,0,C00719831,H,DANYELL LANIER FOR CONGRESS,1611 WEST MAIN STREET,,HUGO,OK,74743,34.008579,-95.53284001
2434,2434,2434,H2OK02307,"ANDREWS, NAOMI [DEM/Opponent]",O,1,DEM,7706.72,0,7072.01,0,0,634.71,0,0,0,0,0,0,7706.72,OK,2,,,,,,0,0,09/30/2022,0,0,C00813691,H,NAOMI ANDREWS FOR CONGRESS,7815 E 97TH PLACE,UNIT 11203,TULSA,OK,74133,36.02253104,-95.88414915
2435,2435,2435,H4OK02089,"BOREN, DAVID DANIEL [DEM/Candidate]",C,1,DEM,162718.69,0,117990.73,0,235267.41,279995.37,0,0,0,0,0,0,0,OK,2,,,,,,0,0,12/31/2022,0,0,C00410829,H,BOREN FOR CONGRESS,15609 WOODLEAF LANE,,EDMOND,OK,73013,35.62839202,-97.53059103
2436,2436,2436,H2OK02083,"MULLIN, MARKWAYNE MR. [REP/Incumbent]",I,2,REP,5569955.21,359637.76,6125259.47,0,610309.95,55005.69,0,1000000,0,0,0,1230775.86,2825621.32,OK,2,,,,,,1334696.13,50000,12/31/2022,115712,26600,,,,,,,,,29.25539,93.63811
2437,2437,2437,H2OK02182,"QUINN, MARTY L [REP/Opponent]",O,2,REP,234177.28,0,206358.67,0,0,27818.61,6016.28,27000,0,0,0,27000,186161,OK,2,,,,,,15000,0,12/31/2022,750,0,C00807099,H,FRIENDS OF MARTY QUINN FOR CONGRESS,PO BOX 183,,HUDSON,WI,54016,44.97867,-92.752455
2438,2438,2438,H2OK02190,"SCHILLER, CHRIS [REP/Opponent]",O,2,REP,836711.59,0,835751.47,0,0,960.12,0,450000,0,0,0,450000,362071.59,OK,2,,,,,,24500,0,12/31/2022,0,0,C00807404,H,SCHILLER FOR CONGRESS,P.O. BOX 2304,,MUSKOGEE,OK,74402,35.75004,-95.37525
2439,2439,2439,H2OK02208,"WYATT, ERICK [REP/Opponent]",O,2,REP,888,0,536,0,0,352,0,0,0,0,0,0,888,OK,2,,,,,,0,0,03/31/2022,0,0,C00807636,H,ERICK WYATT FOR US HOUSE,PO BOX 1073,,KINGSTON,OK,73439,34.00098,-96.72218
